,Year,Month,Day,Trial,Tailbeat_Num,Ablation,Darkness,Flow,X_Center,Y_Center,X_SD,Y_SD,School_Polar,School_Speed,School_TB_Freq,NND,Area,Groups
12,2021,03,25,30,12,N,N,2,657.9852602086029,375.1187602181167,1.3265446128319933,0.3398728254533045,0.8525125262112173,2.8711076148622174,3.199700679867089,0.7620296785273597,2.5429572223655534,1.0
13,2021,03,25,30,13,N,N,2,612.0871250000001,413.6367039473684,1.3251667937609253,0.5006764259985598,0.8989678257499417,2.563349998717208,4.20265071649604,0.6492125107155339,3.1933204377136235,1.0
14,2021,03,25,30,14,N,N,2,595.9039934210526,449.4505,1.2376476426674694,0.7490517557588239,0.816917008172912,2.0872314021380904,3.98302906628432,0.7913423364178956,4.816416023638926,2.0
15,2021,03,25,30,15,N,N,2,606.8937763157896,427.7046513157895,0.981158004521914,0.5905644190059993,0.7135262879004192,1.823503975152977,4.177257750532559,0.7863844480316914,3.2420465008046846,1.0
0,2021,10,06,39,0,Y,N,0,1143.2940986842107,419.5434671052631,1.0345972356942152,0.5817721654572295,0.18266435209183354,0.19237454366353735,2.96357929136567,0.7111004930134598,3.2283967196950534,1.0
1,2021,10,06,39,1,Y,N,0,1136.4609830827067,419.1231456766917,1.0305584137799204,0.5629292481785729,0.1356327556289825,1.5872815377015952,2.2518303216527102,0.8220946151599996,3.197804267535264,1.0
2,2021,10,06,39,2,Y,N,0,1140.51375,413.81398684210524,1.050971791511899,0.558357887906427,0.1627527520471338,0.19444174988982973,1.9331809254775785,0.6683294322643657,3.3196911683259596,1.0
3,2021,10,06,39,3,Y,N,0,1148.9991663533833,411.76997650375944,0.9762863126979215,0.5724936302259783,0.17133282247305867,2.3487134855788776,1.9721019225353247,0.49491799439667045,3.056570736513591,1.0
4,2021,10,06,39,4,Y,N,0,1166.5770601588076,404.30199496403355,0.8815184745604779,0.5714868338617557,0.2072880580915884,1.9462213682249616,1.9554406271192075,0.637033964854111,2.7551936158368333,1.0
5,2021,10,06,39,5,Y,N,0,1185.2903692174693,390.59453842875746,0.7436825828485607,0.5743348095748155,0.2828127986308765,2.7548205113376687,1.7213342501839375,0.6791108502142386,2.3548424443805245,1.0
6,2021,10,06,39,6,Y,N,0,1150.1760694483648,377.50406870315277,1.029390989512531,0.554473186364072,0.30423761658023796,0.5845403732278446,1.8381411059162698,0.7406609670848248,3.289335324998034,1.0
7,2021,10,06,39,7,Y,N,0,1146.2144259241625,370.27635920355425,1.0906903182396335,0.563942220553133,0.2751030841600044,0.6109083879962006,2.0408178591523636,0.7677863014813644,3.5300933982887304,1.0
8,2021,10,06,39,8,Y,N,0,1155.0213947368422,354.06110526315786,1.080494799301124,0.5713252844306238,0.32465809492536063,0.29395863824893764,2.0270931943253423,0.755140269088608,3.6022032416525493,1.0
9,2021,10,06,39,9,Y,N,0,1166.435407894737,349.5785065789473,1.043252878507567,0.5770614662442313,0.2919069917945249,0.24919848276911552,1.9557792141878318,0.7936563278553254,3.425474338771369,1.0
10,2021,10,06,39,10,Y,N,0,1172.1831907894737,339.8656644736842,1.063577129431183,0.5695399095901111,0.3283419852669476,0.21155322642159585,2.068769218017429,0.7852522624156425,3.3050657293131147,1.0
11,2021,10,06,39,11,Y,N,0,1175.2013486842106,332.0087039473685,1.1277347570594087,0.5259946675561596,0.3309182083690446,0.15012417902481148,2.3664076052190577,0.7108621421222283,3.2908067821375635,1.0
12,2021,10,06,39,12,Y,N,0,1176.669655517373,333.26295395753607,1.2327072525689002,0.48872379245120245,0.22667366307426987,1.0995552209036736,1.9001612206029976,0.7657941437150683,3.5616367829401283,1.0
13,2021,10,06,39,13,Y,N,0,1186.4571757518797,334.39760432330826,1.3493779980761633,0.46408474545876,0.22443174757789722,0.8959437754326651,1.9732298841805622,0.8537993862942267,3.9051638407615323,1.0
14,2021,10,06,39,14,Y,N,0,1184.699552631579,340.27750000000003,1.4516288976986973,0.4099548820447197,0.17184689116715118,0.20880528388960043,1.7088887471614067,0.7274677354815302,3.7241468112411353,1.0
0,2020,07,28,11,0,N,N,0,1250.5896578947365,492.05278947368424,2.3105465784016763,0.9754689425970529,0.22215851367825482,0.48332026638295283,2.960721030627857,0.8359998619111175,7.479180635690679,2.0
1,2020,07,28,11,1,N,N,0,1191.0635977443608,532.3802828947369,2.333807676795743,0.975397200690691,0.3070203241175287,2.442412466717981,1.6780222984250326,1.0363354554828998,7.335021793492868,3.0
2,2020,07,28,11,2,N,N,0,1143.7312597269333,568.9292613236576,2.337027591109146,1.0169726623936775,0.3115976086416503,4.0342647814443025,1.6027232896668844,1.2756392892613393,7.714949826271602,3.0
3,2020,07,28,11,3,N,N,0,1168.786847744361,575.2907593984961,2.1630006196097646,1.1277220361124716,0.19069328077069195,7.687616793263518,2.062161977662297,1.1678799145255168,8.33096838549463,3.0
4,2020,07,28,11,4,N,N,0,1172.0293439849625,569.7331315789475,1.842845318073078,1.1906725328100993,0.13755875919148744,2.6582092920554627,2.1556199549177193,1.1283320357742694,7.279365643823713,1.0
5,2020,07,28,11,5,N,N,0,1180.0470000000003,566.3355263157894,1.486087766881305,1.1314516142854794,0.12793900061683164,0.2650925692072017,2.2485230184475036,1.0343115081976528,5.703877198001077,1.0
6,2020,07,28,11,6,N,N,0,1188.3272500000003,559.3833157894736,1.2485945861819827,1.1226612844521338,0.1307772052319624,0.4055846138352693,1.8862975595546576,1.0402306503778138,5.63713303410194,1.0
7,2020,07,28,11,7,N,N,0,1206.940144736842,567.6149276315789,1.1041133962814424,1.0676032491244938,0.024229624466649582,0.39331773332264663,2.6699447093870834,0.9899295509856585,5.797721907323546,1.0
8,2020,07,28,11,8,N,N,0,1240.6686578947367,567.3804276315789,1.06659421883792,1.0272751686668804,0.10402729311164798,0.7988063875383669,3.256563190479686,0.8680761230278238,5.7342106638835935,1.0
9,2020,07,28,11,9,N,N,0,1290.2043745563321,556.6791392427579,1.2297187261491218,0.9904171370163333,0.2251409870900752,1.46884205462283,2.348538206702966,0.9329168623280474,6.748589940188896,2.0
10,2020,07,28,11,10,N,N,0,1350.836767242889,546.6005369683656,1.5213590449105583,0.9291817684942778,0.2846627340264902,3.0842067662783705,2.433591584842845,1.0271663579680754,8.03569281240107,2.0
11,2020,07,28,11,11,N,N,0,1411.643437969925,542.7947293233082,1.7162797510628063,0.877019253753479,0.3454175457951282,1.4177964386821977,2.196688004528908,1.0875088392883072,8.797896752834765,2.0
12,2020,07,28,11,12,N,N,0,1469.5021941412876,562.0180725104708,1.9741387911467683,0.8686039247769904,0.369199639004334,4.35013775617579,1.9286535602496138,1.3088547225737444,9.26419419195217,3.0
13,2020,07,28,11,13,N,N,0,1504.4497819548872,582.059947368421,2.23998381469159,0.8652603474059353,0.3012815847802069,0.6119339681224307,1.9939252476717357,1.4241001946836274,9.413489885588591,3.0
14,2020,07,28,11,14,N,N,0,1507.3305434662707,585.5845531147404,2.256620745641062,0.9875500753541904,0.26063408946613326,3.0757062289215495,1.909040908956942,1.101764508644343,11.081052169749846,2.0
15,2020,07,28,11,15,N,N,0,1530.920056126644,590.369937268301,2.202207123130841,1.1238345986944809,0.35173927223015106,1.7677223160268385,2.511334286645464,1.004380816621548,11.835976464673436,2.0
0,2021,07,07,19,0,N,Y,0,896.2676569548872,422.8357565789474,2.2767507001830047,0.9648175412792376,0.33370630349871977,1.7434748987206803,3.5916097428226728,1.7013863457783447,12.073018398725646,3.0
1,2021,07,07,19,1,N,Y,0,912.3462919799498,447.8788546365915,2.2893141217812443,0.9636123936485748,0.30507629788005525,1.9333985169738022,2.096764999480088,1.756173342455038,11.446256400049593,3.0
2,2021,07,07,19,2,N,Y,0,966.8817183095928,475.1989198083149,2.1499431679179106,0.8783748290693192,0.2919796300510072,3.929195930108991,1.8956032242796947,1.4724821169737503,9.05454585338063,3.0
3,2021,07,07,19,3,N,Y,0,990.2535639097746,447.4433308270677,2.0304969849486927,0.9102845857337061,0.33691507585208524,0.6194810287920758,2.07839356678731,1.3181870879543738,8.318037103548523,3.0
4,2021,07,07,19,4,N,Y,0,1020.5185789473686,420.3210225563909,1.9089497876265424,0.9006444820574154,0.44464203548603737,0.9419753441915574,2.275737400585875,1.1745129900648508,8.175605764986978,2.0
5,2021,07,07,19,5,N,Y,0,1065.6465263157893,387.0807293233083,1.7731524280074604,0.8434905321620305,0.5549636788654533,0.8313849109804621,2.2268663138183795,1.051693570260748,7.794492076981932,2.0
6,2021,07,07,19,6,N,Y,0,1110.4975722706579,375.72566586456725,1.6621424437670629,0.888666060088235,0.5499196763304797,1.3595692984987209,2.0266011774747277,0.9459990009014387,7.2961241383633055,2.0
7,2021,07,07,19,7,N,Y,0,1166.3475014254116,367.24711584720023,1.7132927484641145,0.9041753697067806,0.4968700711984862,2.215381579412326,1.957014313323331,1.0158964877262597,6.6648162638644175,2.0
8,2021,07,07,19,8,N,Y,0,1178.1977607290157,332.9253817068636,1.844208686550936,0.9232944235871952,0.499522845865126,4.807609819472339,2.190664726397293,1.0286023393044237,6.869836959385829,2.0
9,2021,07,07,19,9,N,Y,0,1210.0046027514402,343.5150224537806,1.9234317355040345,0.952795391839768,0.5039162565961766,1.4078451748897576,2.2083792706471472,1.151283712510083,8.572885792022475,2.0
10,2021,07,07,19,10,N,Y,0,1221.9599354626678,334.9693327067669,2.0294324078198613,0.904711367954024,0.3922521337211416,5.792038829424749,1.6929769027770873,1.4146693538680117,9.19735762342587,3.0
11,2021,07,07,19,11,N,Y,0,1260.2404793233081,315.724530075188,2.095771373239094,0.8792753948940042,0.45051377566985984,1.0280239638672266,2.0990916343398527,1.4735845180694374,10.392677182873156,3.0
12,2021,07,07,19,12,N,Y,0,1297.5471531954888,314.3854586466165,2.2131894352572554,0.8990484706467122,0.4435532885609965,1.1941388785956655,1.3984126049818777,1.5388042790436518,10.537581008077218,3.0
13,2021,07,07,19,13,N,Y,0,1311.5320592105263,300.31456390977445,2.1869654441613546,0.9109318935051067,0.46061093465809155,0.9587055019323583,1.8924149669989452,1.409640694574126,10.437183531439912,3.0
14,2021,07,07,19,14,N,Y,0,1344.603980263158,309.2117631578947,2.1738205600000895,0.9244211771212476,0.46475773508178403,0.7899412184540925,2.3805194104183767,1.502067305963329,10.795419872391488,3.0
15,2021,07,07,19,15,N,Y,0,1383.7719915413531,335.6442042606517,2.048372772954668,0.9557900444114679,0.3990515084338691,8.581585203728487,1.265834609173425,1.567851471708106,10.544399707674241,2.0
16,2021,07,07,19,16,N,Y,0,1483.1423834586465,366.059734962406,1.4090121084064098,0.8866925303011749,0.19562510185892049,2.4657869482510995,2.2367126383221314,1.228675180869936,7.0291198714836565,2.0
17,2021,07,07,19,17,N,Y,0,1380.4989407894736,350.7171447368421,2.0668280383465487,0.9059819748621745,0.10615214831525985,0.5318839946228703,2.6911067674299343,1.4712755816899115,10.079390079282241,2.0
18,2021,07,07,19,18,N,Y,0,1326.153424529398,371.26874180034207,2.0585128303394766,0.887181178338658,0.4372359203376463,3.003120421199704,3.7322818397347923,1.5077303446272254,9.207827464132558,2.0
0,2021,03,25,10,0,N,N,0,973.3944265024718,362.2517758650978,1.682755383000964,0.4554283133478861,0.2916561203526475,0.5853567253317042,4.303322059328923,0.8050883890822548,4.403655211119054,1.0
1,2021,03,25,10,1,N,N,0,961.4171328880533,397.4670314732481,1.9022597998841817,0.5388838495127968,0.38304181224085204,1.5861230067754513,2.9874567182186227,0.7909806975667109,4.38092359847863,1.0
2,2021,03,25,10,2,N,N,0,907.7925413533835,450.88019548872177,2.0484064051324324,0.6436889487505595,0.4999372516109554,1.3766140313000947,2.069713142339913,0.888269244518158,4.8732023321360805,2.0
3,2021,03,25,10,3,N,N,0,964.1922922932331,482.72556766917296,2.1845272807086538,0.6815085134887073,0.6153814962004726,1.3640382671423266,2.7594125047746876,0.8368126339965313,6.276722050156062,2.0
4,2021,03,25,10,4,N,N,0,974.784052631579,517.2676644736842,2.0766175843425723,0.5230771517254276,0.5149644375691532,1.2518598745004266,1.947109776365514,0.7598265018761519,4.8054714545597115,2.0
5,2021,03,25,10,5,N,N,0,954.6498354481541,564.945565180707,1.8936043306809214,0.49720932313254546,0.4024685074118106,1.1844181725933174,2.1518372667842325,0.7957622545555468,3.840673043636704,1.0
6,2021,03,25,10,6,N,N,0,944.0905386457816,566.1354662312461,1.5913563017887091,0.48961613190219333,0.1775938090261142,1.790476224957789,1.728623763391502,0.7601778404077815,3.4850157874152536,1.0
7,2021,03,25,10,7,N,N,0,929.7314403315809,558.9276899327242,1.3169769401813198,0.5011848820721718,0.18475081032055618,1.4659174823429544,1.9815439247665272,0.844815095026572,3.0457806299645367,1.0
8,2021,03,25,10,8,N,N,0,931.0947864647175,555.281497354069,1.1047219429441937,0.5610010786751038,0.125246865517729,1.76823980593715,3.233405324161047,0.7940072602458846,3.187090360439478,1.0
9,2021,03,25,10,9,N,N,0,960.5417631578947,546.28425,1.1256080617257955,0.5814139762729048,0.1188878313308435,0.32681694711766673,2.7832511412294663,0.7555538626784658,3.449031526515724,1.0
10,2021,03,25,10,10,N,N,0,956.2887842886686,525.8952238347481,1.1361949524378716,0.6787798227952374,0.20615555773947458,0.8756967639804093,2.460104752533871,0.8387950378335286,4.324303200574621,1.0
11,2021,03,25,10,11,N,N,0,972.0920011455648,506.1056522219915,1.239961781049405,0.7454556922291931,0.22476635759341948,0.9601642758341488,2.4915837652109443,0.9458193373877478,4.765836321004026,1.0
12,2021,03,25,10,12,N,N,0,984.9562657823066,480.3321460599138,1.3437789387027657,0.7929512842848532,0.29927200731849973,0.9832758915979264,2.1049203927943028,0.9255369992896519,5.394596600676518,1.0
13,2021,03,25,10,13,N,N,0,1017.8526441540077,459.82651118183736,1.46377266119628,0.8086051097418272,0.4041964081635027,1.6111900563019779,1.9770949896834422,0.9299123929780366,5.759082840175815,1.0
14,2021,03,25,10,14,N,N,0,1046.3419147591937,434.6196590393882,1.488660731172658,0.7729271446504293,0.4872879015844502,1.0940418062754234,2.4473799730540713,0.9252736826499031,5.780282491680009,1.0
15,2021,03,25,10,15,N,N,0,1054.0721447368421,407.9028092105263,1.445282197278628,0.6534473173518917,0.3126203316656109,0.455819560177383,2.412932616367417,0.8009194015608656,4.666485469934199,1.0
16,2021,03,25,10,16,N,N,0,1050.8472421703366,377.9392053727774,1.3723174928209967,0.5402158032807826,0.333484802168191,0.5578770364308356,2.3930002453682384,0.6121714350143244,3.7247374927997545,1.0
17,2021,03,25,10,17,N,N,0,1032.3273478377882,357.2471355886275,1.3321953388787349,0.45575393179012513,0.24278814105083885,0.4592281904813414,2.1701968564403455,0.7033198901507323,3.6419406901515607,1.0
18,2021,03,25,10,18,N,N,0,1002.835133152745,360.1453742696526,1.3398660246794858,0.46607021312118807,0.19811879224683301,0.9026183247034654,2.0696379428964566,0.7637163543835478,3.679799849978083,1.0
0,2021,08,03,21,0,Y,N,0,1495.9897673034704,341.3912934667983,0.9179430634261674,0.7522844005373484,0.5020518552733177,1.8195070070008281,3.867147066435418,0.7886343660032521,3.092742424005484,1.0
1,2021,08,03,21,1,Y,N,0,1480.894708821921,316.8700607196317,0.7449795091024345,0.7669457847868414,0.4869127244231509,2.4482035582530126,2.4788388975312237,0.7228363144381229,2.6273202959692563,1.0
