,Year,Month,Day,Trial,Tailbeat_Num,Ablation,Darkness,Flow,X_Center,Y_Center,X_SD,Y_SD,School_Polar,School_Speed,School_TB_Freq,NND,Area
15,2020,07,28,11,15,N,N,0,1530.9200561278194,590.369937268421,2.202207123123472,1.1238345986942335,0.3517392722507179,1.7677223164886398,2.511334286645464,1.2230258916966514,11.835976464609509
0,2021,10,06,36,0,Y,N,2,1225.5479539473683,360.798177631579,1.258994710687761,0.5976676517016799,0.813994181178174,1.839054709701509,2.8627015035263113,0.8239465653099254,3.324408786793288
1,2021,10,06,36,1,Y,N,2,1235.2944342105263,355.70105921052635,1.1811477186482626,0.6647582224015797,0.807809011626428,1.818260915625374,2.9541149141162593,0.8360078940367549,3.7999762607233536
2,2021,10,06,36,2,Y,N,2,1251.4923618421053,344.60123026315796,1.1020516507416507,0.6825959255278942,0.7639886050671508,1.6979933313229896,2.8242179137101058,0.8416912560304437,4.067777387506693
3,2021,10,06,36,3,Y,N,2,1271.6401184210526,323.7637565789473,1.0293843579151858,0.655553249281243,0.7537313522628613,1.7293163297068643,2.8150234193948016,0.8238780258687386,3.912612420414677
4,2021,10,06,36,4,Y,N,2,1285.2081578947368,305.8152434210526,0.9641121095032461,0.5952302731815229,0.8651191222673343,1.8813216778302182,2.9655955919837327,0.7410505507898207,3.4877974025180465
5,2021,10,06,36,5,Y,N,2,1291.868677631579,298.74761842105266,0.8967513535964087,0.5272441590324844,0.9699622035700052,1.9091727926291115,2.759271878825916,0.6554417849515196,2.782851839417095
6,2021,10,06,36,6,Y,N,2,1299.3146417171054,295.54995243947366,0.8410188537859006,0.5283774050458035,0.9596939865728349,1.9168217163350083,2.906815710055791,0.6158903099534521,2.4036322677545896
7,2021,10,06,36,7,Y,N,2,1302.5201220855263,294.54847257800753,0.8266880639465338,0.5573476860353554,0.9305014968824629,2.349475765746842,3.4303618208416964,0.6867389233905717,2.3713505439364964
8,2021,10,06,36,8,Y,N,2,1294.137721804511,295.4710808270677,0.8619850778192224,0.6094732827114537,0.9072719846269884,2.6335795960407555,3.2893452007229094,0.8715508421929002,2.619890552175191
9,2021,10,06,36,9,Y,N,2,1295.5718815789473,303.4450855263158,0.9545029078375942,0.6336058722535526,0.9664066448208939,2.2095932112559997,3.484183289620596,0.6530628608792836,3.3176821631205926
10,2021,10,06,36,10,Y,N,2,1296.7906882030077,312.44435172631574,1.066654652584097,0.6472664384687097,0.9125454260522379,2.6056649862879144,3.2589225467514944,1.0818780178494274,3.5991735011492163
11,2021,10,06,36,11,Y,N,2,1277.061227506767,323.1101028156955,1.188585118098613,0.6211782080950232,0.8884851922609577,3.899275601791662,3.3181938736403453,1.2495465309328382,3.6969394563095377
12,2021,10,06,36,12,Y,N,2,1223.7703421052631,324.8892302631579,1.2795819101508725,0.5596817757126223,0.9957114053127945,2.269636575437848,3.104688455588733,0.6741939201875694,3.8471513943941975
13,2021,10,06,36,13,Y,N,2,1216.6256447368419,320.11236184210526,1.321425671582724,0.5215181328807893,0.9876966240418821,2.022668880261623,2.7775477231746586,0.6197018054717794,3.815273988557094
14,2021,10,06,36,14,Y,N,2,1233.8142753759396,314.022852443609,1.3141218043016387,0.4764086210139464,0.9370542404378227,2.5207279173053747,3.2625305090751797,0.8042892673657004,3.4775004235366263
15,2021,10,06,36,15,Y,N,2,1263.0195767992482,310.94614731052627,1.254752858729561,0.455462451278843,0.8620676638045461,2.067142094469157,3.807312820620568,1.2626848951707452,3.265513537562236
16,2021,10,06,36,16,Y,N,2,1227.775394604793,310.6827491944549,1.2764682604479394,0.39338806710875335,0.9625600507656676,2.6513803226404082,3.1886209627391624,0.7544640736389213,3.0197286406447206
17,2021,10,06,36,17,Y,N,2,1225.3231249999997,306.45305921052625,1.2439040319717847,0.3908987788885358,0.9874382938861425,1.894914946763305,2.9003711859964327,0.6693171407869888,2.8831944957116478
18,2021,10,06,36,18,Y,N,2,1233.7852302631577,303.08335526315796,1.2289224318980156,0.3955390641031421,0.9916496626124767,1.8387562819655912,2.898799483908396,0.693288982899569,2.8430151091240883
0,2021,03,25,01,0,N,N,0,885.7159276315789,408.74683552631586,1.1437187268615512,0.8301866647478657,0.4614729286656617,0.6709798541590942,2.936150900967835,0.862468215247862,4.811280203897385
1,2021,03,25,01,1,N,N,0,924.9494210526315,411.53740131578945,1.2996186765201951,0.7925001806173128,0.47465166551324617,0.6567944287028339,3.1452617541219023,0.9990038973020802,5.420425005999455
2,2021,03,25,01,2,N,N,0,938.7073176691729,420.4834229323308,1.4029180554410563,0.7616474010031152,0.33944731377384335,1.6206159757592258,2.345744977231798,1.4036127807413041,5.814256695822284
3,2021,03,25,01,3,N,N,0,974.6806635338347,407.75481578947364,1.3381019257273283,0.7936095478992051,0.4527704004175971,1.8203107461943748,1.8523460910448966,1.1946583096223053,5.445937373940805
4,2021,03,25,01,4,N,N,0,1017.7013289473683,407.67678947368427,1.2567571486543807,0.7743273218635451,0.5053516859542991,0.6844370515178579,2.246518133679148,0.9354383895205632,4.803412065400556
5,2021,03,25,01,5,N,N,0,1062.4671381578949,417.610625,1.1640485467872121,0.7010991131382327,0.5938518868280326,0.7401510672124408,2.3216605478242403,0.8263489406919536,4.397633897714669
6,2021,03,25,01,6,N,N,0,1074.2377894736842,438.80290507518794,1.0885266324560285,0.5995789287433615,0.46361753134977984,1.689890027460005,2.7401913293469047,1.2630238503583064,3.4596815194593713
7,2021,03,25,01,7,N,N,0,1115.3448311403508,438.3186370300752,1.0919166836438385,0.5716927696086762,0.40418900693737514,1.828330805928051,2.5153237702117286,1.2384726016739922,3.2182884158112337
